	BRD-K02113016|0.04	BRD-K02113016|0.12	BRD-K02113016|0.37	BRD-K02113016|1.11	BRD-K02113016|10.0	BRD-K02113016|3.33	BRD-K07667918|0.04	BRD-K07667918|0.12	BRD-K07667918|0.37	BRD-K07667918|1.11	BRD-K07667918|10.0	BRD-K07667918|3.33	BRD-K12184916|0.04	BRD-K12184916|0.12	BRD-K12184916|0.37	BRD-K12184916|1.11	BRD-K12184916|10.0	BRD-K12184916|3.33	BRD-K25311561|0.04	BRD-K25311561|0.12	BRD-K25311561|0.37	BRD-K25311561|1.11	BRD-K25311561|10.0	BRD-K25311561|3.33	BRD-K47983010|0.04	BRD-K47983010|0.12	BRD-K47983010|0.37	BRD-K47983010|1.11	BRD-K47983010|10.0	BRD-K47983010|3.33	BRD-K49865102|0.04	BRD-K49865102|0.12	BRD-K49865102|0.37	BRD-K49865102|1.11	BRD-K49865102|10.0	BRD-K49865102|3.33	BRD-K52911425|0.04	BRD-K52911425|0.12	BRD-K52911425|0.37	BRD-K52911425|1.11	BRD-K52911425|10.0	BRD-K52911425|3.33	BRD-K69932463|0.04	BRD-K69932463|0.12	BRD-K69932463|0.37	BRD-K69932463|1.11	BRD-K69932463|10.0	BRD-K69932463|3.33	BRD-K72703948|0.04	BRD-K72703948|0.12	BRD-K72703948|0.37	BRD-K72703948|1.11	BRD-K72703948|10.0	BRD-K72703948|3.33	BRD-K74514084|0.04	BRD-K74514084|0.12	BRD-K74514084|0.37	BRD-K74514084|1.11	BRD-K74514084|10.0	BRD-K74514084|3.33	BRD-K87142802|0.04	BRD-K87142802|0.12	BRD-K87142802|0.37	BRD-K87142802|1.11	BRD-K87142802|10.0	BRD-K87142802|3.33	BRD-K97764662|0.04	BRD-K97764662|0.12	BRD-K97764662|0.37	BRD-K97764662|1.11	BRD-K97764662|10.0	BRD-K97764662|3.33	BRD-K99616396|0.04	BRD-K99616396|0.12	BRD-K99616396|0.37	BRD-K99616396|1.11	BRD-K99616396|10.0	BRD-K99616396|3.33	BRD-K99964838|0.04	BRD-K99964838|0.12	BRD-K99964838|0.37	BRD-K99964838|1.11	BRD-K99964838|10.0	BRD-K99964838|3.33	BRD-U86686840|0.04	BRD-U86686840|0.12	BRD-U86686840|0.37	BRD-U86686840|1.11	BRD-U86686840|10.0	BRD-U86686840|3.33
ASCC3	0.14631292482306377	0.451255930533694	-0.010580081404146272	0.7399615505013708	0.8745330814129874	0.2616464173285631	-0.2636678508528454	0.01602250298181011	-0.674544993817285	-0.32169974725563133	-0.10672930331968573	-0.2421906585162675	-1.0878977451459129	-1.0107693369067914	-0.6275526557523401	-1.372718708811914	-1.1992304781436163	-0.7850209315947444	0.4260720968844061	0.34055184965562163	0.20020006859686687	-0.48085798689819875	-0.09085625070269998	-0.46548950209474427	-0.27769768342153195	-0.33487040926594897	-0.39388640424273635	-0.5733026651995408	-0.22709715927189697	-0.4803663005966043	-0.5208535639962663	-0.6346557354456379	-0.9870544447831241	-0.8624470136606848	-0.6889646554280657	-0.7707830998426614	-0.4181854306734527	-0.2780307510571604	-0.41746676396100924	-0.8282701074160063	-0.5803627708630685	-0.6610107734875802	0.12734990804623347	-0.3442174302614651	-0.15985876034467653	-0.3779727644798084	-0.42800077071556686	-0.7052000962770902	-0.2768612595545538	0.5226131980687271	-0.2529513399911725	0.11348847751780244	0.678876075556676	0.03976543512912981	0.2730861388438095	-0.16617233070861617	-0.3286035019907099	-0.9258672827596529	-0.5982525562615297	-0.07712482182387308	0.44453655893315425	0.3499487649109178	0.03059400814096473	0.38711066699155444	0.46732286174686627	0.08758097531532034	0.3008912377479748	0.003655214798756153	0.19588186630835894	-0.007466105925730974	-0.08129276226728403	-0.22576208383609084	0.32816523755910804	0.16299429172967658	-0.11936560864505097	0.08368575264779003	-0.10766259949267691	-0.02058775295469199	0.5193124250024711	0.25397749993169816	0.49796192691050783	0.16401224745749174	0.5723121141937151	-0.4237531502762364	0.13527330122643377	0.13264985746329927	-0.23328681703436605	-0.5739265097439702	0.02737744134099233	0.20796750018522422
ATF1	-0.2848876708683156	0.06038052717035036	0.2381172712775026	0.5387627181762702	-0.05185596951010366	-0.35037036726604026	-0.009323843292424083	0.0795245971137885	-0.21541967478303578	-0.14021028458164211	0.13373904894598562	-0.27101342690477637	-0.5633178960341926	-0.6572737651006472	-0.20553019267534248	-0.6788974710613788	-0.5804199239144895	-0.1390224191214123	0.35106358835386003	0.4956543685602555	0.2695098847743722	-0.04475835099273725	0.2903557074534036	0.0640395559974672	-1.0073337304037546	-0.2623079129899786	-0.5598627929198784	-0.2807375982876235	-1.2017437335800845	-0.6354684325447	-0.4741843930626982	-0.6411158672346257	-0.9384631875599235	-0.847911995415681	-1.0038623084233695	-0.8492447303129297	-0.38372404477535166	-0.19674942077734592	-0.3190453726206073	-0.5645613994353859	-0.2054440695200214	-0.4702260722869485	0.14949787396651004	-0.29684940717159236	-0.04562205693660667	-0.5503247330738951	-0.2714660682433694	0.04953923482161245	0.07185576648372294	0.49176490303722	-0.6899970022102444	-0.7832254323130243	-0.06387220566307317	-0.504493602903049	0.19636967560850968	-0.09452247874416653	-0.36622623446535246	-1.0005244462526024	-0.4364163253757927	-0.16158629041031455	0.4956535219480518	0.3931058782220472	0.09687543483212642	0.4318596474644519	0.33014840150899455	-0.17539939397349405	0.16186924237471345	-0.1320081017567564	0.18492056149702782	-0.4262733878844826	-0.681830079372113	-0.21788007479447646	0.2871887237605793	0.2938973610964138	0.014599710410588903	-0.014677724222577146	-0.23847307361702677	0.016914580050159184	0.35201107283285005	0.06416993508696978	0.32090452863921975	0.0698310418073828	-0.7499677986862047	0.022151050077597507	-0.04396905546883989	0.0019159092419718249	-0.6523622821839155	-0.2621383438213953	0.046287699405766304	0.33001900930074424
ATF5	-0.03208500385090618	-0.13186896776486456	0.0804070767986893	-0.3971191524884817	-0.10056686788089753	-0.011541941848911996	-0.16733279824256986	0.23318891361579475	-0.02943797359209614	0.43303763086106767	0.09214079036566325	-0.18243129862326146	0.01727987563260432	-0.6741778649676107	-0.2956169084132112	-0.3315569042138448	0.29280839696540184	0.1382391323511817	-0.3405014480713155	0.3288231922238296	0.245595371038671	-0.017012316400343508	-0.47255650962645185	-0.1994074329364294	0.6212680842004108	0.6765450716612254	0.17761026048663187	-0.3675131933594109	-0.07873106187741345	0.40621406728326664	-0.26344599010687275	-0.36558224088327684	-0.164583154506355	-0.020380151210843363	-0.1731081497570808	-0.2379207609009506	0.16954050320845346	-0.0755988794718044	-0.007038810069744865	0.0303224970744204	-0.4224041881316755	-0.1946975332651387	0.24095979947310178	-0.13601952296037023	-0.3679248339090598	-0.25574349146622904	-0.11480486930945084	-0.5049454885874045	-0.21827426851290355	-0.5052086986520111	0.8402619754931363	0.9347203201205581	-0.03118400331731941	0.6785586698823369	0.010615710663492095	0.31943083166151237	-0.24583703711761876	0.3753119856036271	0.18126242160448194	-0.0998298739884363	-0.1316615954757454	-0.04622342622338257	-0.1039896049875771	0.14387938314561546	0.2704679554124345	0.15310855920306063	-0.2257935053262964	0.07811449943444633	0.6312678108459858	0.6265871455119196	-0.18245953621008462	-0.09999479672847696	-0.39695802169110667	-0.027630564674697784	-0.11973755782318148	-0.4189806600734573	-0.18638567867259384	0.18838921533533615	-0.08171208849624693	-0.16191635537053184	-0.33057416537690604	-0.13749386972816247	-0.19193407214939148	0.03322306251023418	-0.10427877121070643	-0.2813882413550572	0.6456671869562296	0.32970809876592355	0.9375047151749882	-0.04714867830062038
ATF6	0.03531298217572676	0.18291866179111013	-0.13141573694278122	0.072866683016852	-0.4342196489748729	0.1653823871400085	-0.36612242460250943	-0.14316395744047306	-0.19699265254818954	-0.0768867293599443	0.9622623076792767	0.34160815516597093	-0.1432754487896215	-0.20146692952030895	-0.17030007930191537	-0.4537706810484459	-0.21591788771715117	-0.22384240832530247	0.00577348716640221	0.045453857844352775	8.557372245476813e-05	0.17030812751455748	-0.22457533133593266	0.14428702430050322	-0.3911263453657486	-0.1720593222148145	-0.11260037359558162	0.4471006998842295	0.4344817009453479	0.12343917799876299	0.5430456178957396	0.5830338891076102	0.48865711348058816	0.4494665775680489	0.21033743119338588	0.2986001117003832	-0.22352283184344954	-0.033704805618677135	-0.1531021406711671	0.08481254235292172	0.2118618740179604	0.1759491949815022	-0.09592343990619352	-0.20099815075214048	-0.1401707874200279	-0.18723279023781755	-0.16499882722512224	-0.1809081620436442	-0.22166215788214227	-0.20872631930588112	-0.10623238864000288	0.02537452250172656	0.25356922888256267	0.19831539153404165	0.1020454746024934	0.2635831276854959	-0.01783116751718043	-0.08419200941263465	0.5935864133622643	0.1716988084292185	0.03961044244866644	0.15779689084772328	-0.12072505199622781	0.16345877476650164	-0.0023335115855254904	0.08089110206928989	-0.022564134842310086	-0.11592879319802248	0.0916671845851802	0.2588165439703527	0.5849952218471431	0.06427386259421357	0.2834511606292954	0.2044629829412615	-0.1659989554437725	-0.06049144887205079	0.32914600033411884	0.33728446360476383	0.207602257649001	0.2767623773676622	0.3293771616205999	-0.12547513583519207	0.17039586463901024	0.21261731260361513	0.13342767980195802	-0.05212830798979814	-0.3748620072676016	0.2969173268328132	0.1749081009324751	-0.3289016436787664
ATG3	0.17989354277290484	0.15519784313158333	0.24753210088638541	0.7347177433089391	-0.040166595892955126	-0.035583499829027275	0.3308549921412567	0.1866556308214816	0.0862508964821617	-0.3001461010926108	-0.2756616387443769	-0.32948042385531845	0.078862104773514	-0.29732710357642195	-0.12319026936126203	-0.26842266286932315	-0.11999828193984878	-0.12440021903545843	0.4652664254200006	0.0381261655454083	0.359767314989566	-1.6107597966253648	-0.22037770661972544	0.34109051102766763	-0.5854640752261702	-0.3981558894395425	0.04017233699186532	0.30688103260874416	-0.5614816511257376	0.025980600304388386	-0.5282124480429169	-0.9322668999747152	-0.6522457774618746	-0.9510075519004675	-0.745580019830999	-0.8150926907675797	-0.13582343028142022	-0.2224200718219477	-0.01163276916895247	-0.5642408363635738	-0.11016140864445727	-0.30107141103500074	0.22784190887059808	-0.08674877411279998	-0.06152075058374784	-0.4943487636859614	-0.7969647940611235	-0.28162410344833094	-0.39600480557504714	0.24791940673166035	0.1577985342448717	-0.23436830774440467	-0.6810277527137524	-0.37898113040879206	-0.412616091702243	0.0764820726457754	-0.6297157047015126	-0.9160375901222094	-0.6008207546671667	0.12699607423101908	0.7197374324540052	0.6930093835266704	0.4296770010620719	0.43447477758598535	0.38804651847742583	0.1904692738828051	0.2678306110088631	0.2726706035320561	0.024307897029777575	-0.052324787042081176	-0.2558287613208486	0.010506576635897602	0.4038298136422546	0.34406331943184715	0.061661976072383475	0.13688786588952814	-0.738613892575341	-0.17986916533467193	0.5061364508149845	0.4912814295339025	0.5020453771967576	0.2907963508045566	-1.4254088902958593	0.16968552450574612	-0.11271808522301215	0.06201356013224254	-0.36644485218778594	-0.24025807027166066	-0.0013396626530101468	0.5590147373502038
ATMIN	-0.03467685551221944	0.022280854774957337	0.0854239054618211	0.3075403035770535	-0.1557313696531771	-0.11606324382059396	0.4264127239063904	0.17204110454193433	0.17929973029157154	-0.036611703554711696	0.589851927604108	-0.005670174519311584	0.15729195669866117	0.1661410785861316	0.5322113501325741	-0.17998309228041176	-0.2512539313008431	0.3979304105297059	-0.32094144251228435	0.5461911820774352	0.06514384928115913	-0.059801518881487915	0.27919634495469037	0.29201874504585074	-0.14852636849011258	-0.12332332169909883	-0.5675640507612556	-0.2678057827672478	-0.36040695166572245	-0.22536736362174992	-0.040557647185734305	-0.1264426980409525	-0.22521771158951231	-0.17886950476790162	-0.42623032757672025	-0.11194411680994401	-0.15428489489433161	-0.3051289030221798	0.3328617687714397	-0.06601622067965056	0.9048151067587042	-0.06916092041211286	0.04981778658353312	-0.5661435807056922	-0.48193757497347356	-0.7147442448444862	-0.17128758234855498	-0.09082691314892936	-0.1419994214686282	0.2006235746772059	-0.018630757350010185	-0.16230318180026546	0.20117592903327974	-0.6651240216754317	0.20559238000489147	-0.17972201031274584	-0.02705169358586475	-0.1222758704442229	-0.24040056001632237	-0.07285365533416914	0.295286366055805	0.25396748692931687	0.06993317256169229	0.06143834022398176	0.2853920036668433	-0.17017302863931225	0.12909777836921865	0.215471107531816	0.20380443768623469	-0.2572675748971796	-0.436811565986047	-0.2781129022744991	0.25284653710962957	0.4708787969816237	-0.08423943939119678	0.09454046857250524	-0.030786612846721795	-0.2036154153179138	0.05640416954363273	0.16006619704099467	0.29352465231550146	-0.11346136526488386	-0.17879268425377592	-0.45365721704390644	-0.1577461778320819	0.05090002918811868	-0.47260938495164445	-0.2694950180164171	0.21598528316037027	0.2446442625451093
ATP11B	-0.7186971237114036	-1.4938767083468474	0.15644471036051844	-0.8244827600766937	0.14349254145613996	-0.32309085624878736	-0.23538459493563701	-0.1868348223714443	0.13202469373270245	0.021202549495859202	0.22501254522775285	0.08558771234738198	0.6214420172511227	0.1914676262762788	-0.20405813919313362	0.5229441458024642	0.11500612705672945	0.13877252078207647	-0.3211066137635381	-0.4833767844145284	-0.22628618302806083	0.4918941096039446	0.07829551911703536	0.7900038478996793	0.6543302333430839	0.5059110212356259	0.46799000544868424	0.5626045115049744	0.9901451145572722	0.6183424163592027	0.13579594430293807	0.31343069444624266	0.515925550093737	0.4949169922023341	0.7636962911585137	0.655714103809715	-0.09207567288325258	0.3302482915535965	0.03182629829798126	0.24280699020777105	-0.2865503477438895	-0.24736635281489358	-0.15748902394221295	-0.048847005306145164	-0.15280372692988387	0.25289297666305216	0.10095830843998943	0.39308766609583223	-0.22360226065946462	-0.7236419081450988	0.41204565250928066	0.4114832875537182	-0.7421580972706682	-0.08884826244749	0.1684717911435598	0.6518842141775897	1.0741155486734406	1.187019763916376	0.10834054338200794	-0.07677896543192138	-0.5573807306526722	-0.08155168323494699	0.11802693634276107	-0.07660862168904803	-0.19407329764243908	0.1050729444111953	-0.10150567445999432	0.33962831741724386	-0.2588750115419038	-0.3950963599865244	-0.5133323454245534	0.22752164767338812	-0.7353588277224556	-0.5373470689764913	0.1491844836623013	-0.6116238879138335	-0.34679893911923304	-0.14067678000598663	-0.47245889295685056	-1.2974388109365487	-0.5465851549766482	-0.12171775640287603	0.553090716001666	0.2852126736362397	0.5862408771197026	-0.1966226378983927	0.96545378764436	0.315117656506357	-0.9080564174931508	-1.2744568701667902
ATP1B1	0.14139920759058633	0.05622009302932381	-0.08895888250912372	0.2889382380564148	-0.346689289958773	-0.18795727593179556	0.3376969407488417	0.016820836624246976	0.37711127054958204	0.1508566312701524	-0.12820071925145982	0.4079226665576445	-0.5241457589979172	-0.6340283714749789	-0.5194689823229623	-0.5718432303437068	-0.2833411916003943	-0.480247707142573	0.1552418754077974	0.09862276309958891	-0.11452272788528244	-0.2115861090333624	-0.5207296130797493	-0.2943031820030703	-0.4679406831340689	-0.41008516244141546	-0.3543528974197822	-0.4959708758490666	-1.5553443338351987	-0.7625016591375111	1.7727895657926822	1.7924728325662078	1.8479939115876516	1.9495471576880903	1.7716334383585959	1.9533577572124778	0.25211931473169596	0.14690862264388707	0.2420753121987372	0.04842263148381202	-0.14483134978856782	-0.02474535379654282	-0.31784597788101604	0.08104402786646148	-0.046129325964511615	0.10397129939152745	-0.24029267384455721	-1.7758446923280369	-0.03543371482680454	-0.09278449555079327	-0.47711023312800965	-0.8001381966066964	-0.5759761029381879	-0.3241382875286482	0.24435824258944194	-0.07612621732903573	-0.35001285355011785	-0.5764029736156573	-0.574823332663564	-0.28971092941436066	0.2132722259506575	0.07233107019314626	-0.15774234197011783	0.2148467686920951	0.04802667493377152	-0.12752020233482467	0.009212636214037081	0.18359131739689735	0.01906197474553058	0.24550265238835264	0.25793795512272827	0.01915395345443353	0.04626238558655752	0.02906560116012476	-0.06414242280801712	-0.24703718850525705	-0.14891033079068863	-0.14478434777821825	0.30468147420513186	0.5413709186282558	0.2171946075751059	0.31770249980903625	-0.13400721986268316	-0.0165710518185976	-0.21238202535807874	-0.09501460841930805	-0.5639906448095543	-0.4999422605163885	-0.35670031886397285	0.14515941913151073
ATP2C1	0.0823622210008826	0.1122207524374413	0.07380217035978791	0.3473528348548773	-0.01955641587139967	0.11676614689999187	0.05052311457954062	-0.04539609626488872	0.17339925719915308	0.08851664868733344	-0.08267670142176946	-0.031008776254484022	-0.0186326788448478	-0.04993445986543884	-0.12412350255764408	0.1315477047372641	0.03443006389786163	-0.09353974252662962	0.2638129787619355	0.4463830547986521	-0.24597620119056054	-0.3333490049505314	0.3083867180453401	0.13412404413896853	-1.1498012445631076	0.0945459241010423	-0.3693720478544111	-0.03513409414221069	0.09121341439692632	-0.3922052414216681	-0.09584165238907266	0.027106631217843298	-0.19936772145352263	0.24671412642386017	0.25448487287876087	0.048943223134593365	0.04471998495933368	-0.07090934154314847	-0.020730680196712942	0.11438132567283432	-0.1448040171158619	0.23429465575095954	-0.08898871458493691	-0.10488805807553743	-0.21533869780026946	0.11030527396079866	-0.02817401922666048	-0.10155271884722546	-0.20024233803100908	0.24606329174767824	-0.19534823177897742	-0.4699790190751229	-0.41483261234986646	-0.7288455198238436	0.2747965935295375	-0.07099565602102824	-0.0017002988221133108	-0.413360526543937	-0.19161162993129968	0.17093855806263303	0.10392649246130459	0.42572508026213757	0.0003210262127718207	0.0939999239878427	0.0009116725131786593	0.03512447926849305	0.004373305271833772	0.031251325240502226	0.06899065934694744	0.32441528919415613	0.3470693203119133	0.08318997346437958	0.26346035008897467	0.08329529921074148	-0.07283266295697081	-0.17578858632919955	-0.0694171805940913	0.08890296462129783	0.11084304344879185	-0.15648951808454514	0.1960430133501546	0.20805148054680492	-0.783442092772512	-0.005623302315221086	0.07641382519097444	0.1525710411263234	-0.14434848016584775	-0.11109097967177561	0.1034320436843356	0.1376955159635124
ATP5S	-0.13100674656488712	0.03571579967404862	-0.24781241048795088	-0.13163424882341138	-0.20883776139670726	-0.5849082772019386	0.2021530149699915	0.5877363959670351	-0.5349586105103695	-0.38160136262078126	-0.8070645155270526	-0.21447532745133172	0.6127338149641028	0.4237249548431213	0.4345775835752015	0.286576548604686	0.9096087314587938	0.8329698252937705	0.7761369690951364	0.4653743277982896	0.2656580425151403	0.4625796226729883	0.04661515565934504	0.033542566854784184	-0.08551224942308888	-1.07265662189545	-0.14421146764846218	-1.189727557133817	-0.6459884978590399	0.358160766876409	1.0209859882161842	0.7797176207357246	0.8016387441173303	0.5257708495920107	0.02504052355572526	0.387865488670474	-0.3651398470462901	-0.17366518680865953	0.2976901624141591	-0.07531852110838304	0.7308028123317621	0.009570795450455213	0.9485041456956124	0.09458752925579332	-0.024579188273503583	-0.5953598597110847	1.0202008117773598	0.05313345884665477	0.09831996170500279	0.5695403005471839	0.11482685952883138	-0.8397472447967894	-0.28326946184982393	1.3124089011282838	0.5564419879028207	-0.026684248449163245	0.4622068510905771	-0.9296410509371125	-0.383516666107725	-0.5346748478956057	0.07710004176151397	0.10974083399968955	-0.3415364811372264	0.018787158339067005	-0.03744422110224773	-0.021873111772999998	0.18372882182781472	-0.27394451801593495	0.18612080867473857	-0.8427205024621426	-0.36163650219257093	-0.08085450514768973	-0.048944718923946993	0.37522559248324355	0.4256512891249781	-0.39719540195747083	0.3246191406962007	0.2695519434831584	-0.03987267092404748	-0.4575842873381064	-0.1046606001856037	0.0841991313012344	-0.06882847328867303	1.2455259805122842	-0.701221174609126	-0.3663816382726477	-0.3491790732088971	0.4361351757594128	-0.8415265323635129	0.23189450248499247
ATP6V0B	-0.13426722075811584	0.07172927105350653	0.16400218185885182	0.6534792223605935	0.3726676451025083	0.1715138838694242	-0.002023098768891174	0.1399231504061446	-0.1109067039347084	-0.1273231260070995	-0.6192774759913418	-0.9579901658998219	-0.6741871548040207	-1.3035688507671324	-0.5267935548428658	-0.5882458585048062	-0.6422255434769978	-0.5668357942410287	0.4558800414641535	0.3864422224550597	0.2291866909589476	-0.20862736780230376	0.2389481513653363	0.11845496494015606	-0.2813707148846388	-0.26512008833080564	-0.6676366820408294	-0.8092641719242737	-1.4969264024257196	-0.7415206104790132	-0.7573332710540858	-1.0554222864795648	-0.9811235754923499	-1.0786774836346222	-0.9823734447378458	-1.1083063176870833	0.030650785519525787	-0.17072659040108729	0.026713429842239417	-0.24142522995288593	0.02165077661856607	-0.19920792127266918	0.223208765739049	-0.30015587672209093	-0.2671645882190801	-0.3838858877084199	-1.3683452306649626	-0.36498656138395713	0.07809559548876492	0.1952218616744045	-0.2205061694601961	-0.345550176174014	0.399485537413718	-0.4157118728890025	0.01979120113440865	-0.13985196471196915	-0.3077063176384476	-0.6182170963727133	-0.3117497731155616	-0.14019566655525542	0.5945815075766108	0.39878212276250835	0.09609055081850704	0.27160467928760673	0.39436526577697545	-0.02437026487807407	0.28362342333182305	-0.05371256693815566	0.18986076489472925	0.0722667485017044	0.16243677273774715	0.1196987610596878	0.43124415165961566	0.20569975427784679	0.02319462619751267	0.09187664772402708	-0.13785551241421187	0.1485211781816025	0.41463505782000415	0.23109429839100093	0.319165642229045	0.09831670472604752	-1.0077178147121508	-0.36981471984457376	0.010883275398318718	0.4263568387150964	-0.5677838876813107	-0.3054986420120838	0.1611296229745364	0.4206433621352114
ATP6V1D	-0.014568081579256523	-0.5278858345342017	0.20538605685271497	0.20926129621471082	0.06968022130478897	0.11137220451849868	-1.1605375073589643	-0.7375989466939522	0.9664603026409401	-0.8216439781359831	-2.0775092402602846	-0.13587734404505683	-1.0238218827610022	0.6797804038473062	0.5618385103308879	-2.5549666864856344	-0.4120969790917866	-2.165590374894457	0.31591604004819435	0.41050956210421025	0.2561073096883047	0.11547957584590485	0.49399323063819506	0.4653823576915421	-0.2659195811494938	-0.16582699346982702	-0.13392000234853482	-0.13380548508277337	-0.5572553227322116	-0.20589531736714228	0.6587892889964365	0.006018390434684603	-0.14640295644596055	0.4176262784459514	0.7210862277424379	0.37489548955662444	0.2860336988400179	0.2396484423906363	0.8198631271949169	0.4647004303565385	0.509129109504895	0.2793851074805615	-0.8419249072441692	0.49557240021534393	0.5250237068763143	-0.6990689419477419	-1.0430242235232623	-0.5844662522047	0.0025745910131066787	0.29187467793974164	-0.3222007692035482	-1.1806880540913929	0.39672122535363324	-0.12732373710839204	-0.00103301091348366	-0.023577974031442867	-0.15050302829597229	-0.39499727127894424	-0.08568954570735698	0.09726320784187277	0.357303746544076	0.23142816717306994	0.11130957963007464	0.3680841367918373	0.4472696138249314	0.17388179002097606	-1.456777634498401	1.0032730914384882	-0.8678202357658981	0.39351636104094584	0.488115722460624	-0.5636629087497038	0.05882138964756756	0.19664853126652618	0.019418218138975263	0.07193655995285297	0.04321310996939509	-0.04521999247094044	0.12753149227557792	0.19218555387300906	0.09112685802408411	0.07284132644104346	0.11643974397807592	0.053629880296313104	-0.3314887414509163	-0.057534041695576	-0.18742160833608365	-0.26357251692450906	0.30440249107520084	0.1617230356309515
AURKA	0.072419672754374	0.13488036048581012	-0.09235769011120161	0.5185740915391048	0.010335885095364686	-0.21095497894921125	-0.19991295195959724	0.07893192854044884	-0.4588460691861685	-0.5076366152848415	-1.6880142361760926	-1.3106208270808553	-2.1823006621181027	-1.9297328203449655	-1.4595737421797594	-2.1406256663429004	-1.945439615979611	-2.1079307092898856	0.4151266199895991	0.460348699461784	0.15090600245411215	-0.833747947942714	-0.21527171233388476	0.05071681474640766	-0.1306797164790936	-0.23064546263807864	-0.13380005542712267	-0.20427684948247768	-0.49083487630184724	0.017713468963942585	-1.6369154283514256	-1.8613742024277995	-2.0615076682053615	-1.9996004797137095	-1.2766076253732541	-1.8882920188980903	-0.06538856041737073	-0.4547518588335088	-1.3024158844581022	-1.529059888644096	-2.2971818845699996	-1.8370058776170781	-0.13669653110015112	0.0932074497907589	0.03792344557933299	0.1346201211978221	-1.8352272241543501	-0.04239388954945097	0.0674836129340175	-0.018783784772110106	-0.11815582270660722	-0.3472198281793064	-0.7652525105612057	-0.27452581523412406	0.22703028881537643	-0.2698313588227694	-0.27717456974338867	-0.5331953075127199	-0.9382581069203839	-0.21609901924325894	0.43702367763348526	0.03036086580867403	-0.08437402236062012	0.21725423620884157	-0.051130112516613334	-0.07219135090842406	0.037898115989489035	-0.4246058735480676	0.0393554320702186	0.03134946969839181	-0.8173418856889771	-0.22459386996733835	0.6307090803498742	0.3015411588566635	-0.07958401492706131	0.2641490369289136	-0.007964444076694832	-0.08656917243449858	0.3789189023549939	0.22295512488708136	0.27920062373731963	0.13884550619746694	-1.0174991293927962	-0.16122596654792817	0.0521743875966146	-0.06185597165580455	-0.038034507308388164	0.1325607179621242	-0.2735003059623464	-0.2546108105065918
AURKB	-0.17332744363376248	-0.3715860558830677	-0.23818268160918046	-0.4709577345910499	-0.7955305882001668	-0.4865779660067071	0.01344133548803228	-0.07391421348478566	-0.061800269988286395	-0.10677737089691657	-0.7007675114999904	-0.8379052813966771	-0.40628946553842127	-0.47271897655557876	-0.6078010507215948	-0.5709197063746417	-0.6350591988746294	-0.6667719364049945	-0.3197508720787792	-0.12351017942227571	-0.15983256202269422	0.149543079489901	-0.14677267934613525	-0.08027213833422309	0.4591031833079586	0.400984352828847	0.24916341597390654	0.3678544079573219	0.3156000763381919	0.310362719208797	-2.021868181902366	-1.6587864085747002	-1.967565649667814	-1.846301209005795	-1.5182271955968607	-1.8370399325745221	0.2985849815759902	0.402664355253562	-0.4149356216039415	-0.4813563674535513	-1.408150985424335	-0.774861635550474	-0.2078523454910665	0.1447010157658498	-0.07450895407261034	0.1365810003036104	-0.8917742993281438	-0.19123762228550115	0.10449634478932641	-0.36356334606653046	0.29393844993740537	0.18208263293762172	-1.1202682658504397	-0.30819114886976823	0.07769688800459502	0.3696274819651209	0.28849263099778827	0.6911473156819147	0.19447189913785876	0.3233336716720192	-0.5606228249347479	-0.3922494419011044	-0.010605565677515768	-0.33808596130628477	-0.24980480634467592	-0.09481658401148045	-0.09841365276238889	-0.09014698762160063	0.06667767744797952	0.18111432931362081	-0.4555149533198429	-0.01842762091220962	-0.13196558260565064	-0.04724429332569535	0.09621516080992383	0.16107133990446876	-0.06383684782660026	0.005870824243398094	-0.3318091110644967	-0.22007924765937315	-0.024710769692410633	-0.3224837148753217	-1.3871332918702375	0.09298678374259062	-0.1428815751787346	-0.23333083952202038	-0.10266489194309673	-0.14536857634971945	-0.3578824874944703	-0.21752152537348066
